WASTE_ID,LAT_WWTP,LON_WWTP,POP_SERVED,geometry
38848,37.742,-80.473,7369,"POLYGON ((-80.38316847158805 37.67092938943353, -80.38316847158805 37.81300243717283, -80.56283152841195 37.81300243717283, -80.56283152841195 37.67092938943353, -80.38316847158805 37.67092938943353))"
38853,39.316,-78.656,1332,"POLYGON ((-78.56616847158806 39.24646612841478, -78.56616847158806 39.38546483174323, -78.74583152841195 39.38546483174323, -78.74583152841195 39.24646612841478, -78.56616847158806 39.24646612841478))"
38854,40.614,-80.567,3273,"POLYGON ((-80.47716847158803 40.54577298991504, -80.47716847158803 40.68215741238996, -80.65683152841194 40.68215741238996, -80.65683152841194 40.54577298991504, -80.47716847158803 40.54577298991504))"
38860,39.092,-78.587,349,"POLYGON ((-78.49716847158804 39.022244196594, -78.49716847158804 39.16168687420834, -78.67683152841195 39.16168687420834, -78.67683152841195 39.022244196594, -78.49716847158804 39.022244196594))"
38863,39.201,-80.391,4862,"POLYGON ((-80.30116847158804 39.131352057038214, -80.30116847158804 39.27057895939697, -80.48083152841194 39.27057895939697, -80.48083152841194 39.131352057038214, -80.30116847158804 39.131352057038214))"
38864,39.383,-80.34,1280,"POLYGON ((-80.25016847158804 39.313532716754565, -80.25016847158804 39.452398211128695, -80.42983152841194 39.452398211128695, -80.42983152841194 39.313532716754565, -80.25016847158804 39.313532716754565))"
38872,38.828,-81.778,800,"POLYGON ((-81.68816847158806 38.75798400514214, -81.68816847158806 38.89794720147204, -81.86783152841195 38.89794720147204, -81.86783152841195 38.75798400514214, -81.68816847158806 38.75798400514214))"
38883,38.368,-81.758,10272,"POLYGON ((-81.66816847158805 38.29753420127995, -81.66816847158805 38.438397255927065, -81.84783152841194 38.438397255927065, -81.84783152841194 38.29753420127995, -81.66816847158805 38.29753420127995))"
38884,38.239,-81.557,3612,"POLYGON ((-81.46716847158804 38.168408876047764, -81.46716847158804 38.30952265460987, -81.64683152841195 38.30952265460987, -81.64683152841195 38.168408876047764, -81.46716847158804 38.168408876047764))"
38897,38.292,-82.192,1200,"POLYGON ((-82.10216847158803 38.221460322924884, -82.10216847158803 38.36247117738727, -82.28183152841194 38.36247117738727, -82.28183152841194 38.221460322924884, -82.10216847158803 38.221460322924884))"
38898,38.249,-82.192,325,"POLYGON ((-82.10216847158803 38.17841857837711, -82.10216847158803 38.319512946537024, -82.28183152841194 38.319512946537024, -82.28183152841194 38.17841857837711, -82.10216847158803 38.17841857837711))"
38899,37.745,-81.888,4189,"POLYGON ((-81.79816847158806 37.67393226768982, -81.79816847158806 37.815999557068466, -81.97783152841195 37.815999557068466, -81.97783152841195 37.67393226768982, -81.79816847158806 37.67393226768982))"
38900,37.864,-81.986,3000,"POLYGON ((-81.89616847158806 37.793046595813394, -81.89616847158806 37.93488515624195, -82.07583152841195 37.93488515624195, -82.07583152841195 37.793046595813394, -81.89616847158806 37.793046595813394))"
38901,37.979,-82.025,2125,"POLYGON ((-81.93516847158806 37.908157372211356, -81.93516847158806 38.049774310703704, -82.11483152841195 38.049774310703704, -82.11483152841195 37.908157372211356, -81.93516847158806 37.908157372211356))"
38905,39.511,-80.25,610,"POLYGON ((-80.16016847158805 39.44166019470505, -80.16016847158805 39.580270672569505, -80.33983152841195 39.580270672569505, -80.33983152841195 39.44166019470505, -80.16016847158805 39.44166019470505))"
38906,39.519,-80.324,992,"POLYGON ((-80.23416847158803 39.44966817359118, -80.23416847158803 39.58826268994114, -80.41383152841195 39.58826268994114, -80.41383152841195 39.44966817359118, -80.23416847158803 39.44966817359118))"
38907,39.451,-80.268,2742,"POLYGON ((-80.17816847158804 39.38160039622339, -80.17816847158804 39.520330499289734, -80.35783152841195 39.520330499289734, -80.35783152841195 39.38160039622339, -80.17816847158804 39.38160039622339))"
38916,39.983,-80.736,1973,"POLYGON ((-80.64616847158804 39.91413326007187, -80.64616847158804 40.051797395644925, -80.82583152841195 40.051797395644925, -80.82583152841195 39.91413326007187, -80.64616847158804 39.91413326007187))"
38923,38.908,-82.122,1121,"POLYGON ((-82.03216847158804 38.83806269408322, -82.03216847158804 38.97786847075838, -82.21183152841195 38.97786847075838, -82.21183152841195 38.83806269408322, -82.03216847158804 38.83806269408322))"
38925,37.437,-81.005,2391,"POLYGON ((-80.91516847158803 37.365637786421914, -80.91516847158803 37.508294231968065, -81.09483152841194 37.508294231968065, -81.09483152841194 37.365637786421914, -80.91516847158803 37.365637786421914))"
38926,37.288,-81.161,4267,"POLYGON ((-81.07116847158804 37.21649606697037, -81.07116847158804 37.359436047913654, -81.25083152841194 37.359436047913654, -81.25083152841194 37.21649606697037, -81.07116847158804 37.21649606697037))"
38928,37.333,-81.3,801,"POLYGON ((-81.21016847158803 37.26153881714981, -81.21016847158803 37.40439326839805, -81.38983152841195 37.40439326839805, -81.38983152841195 37.26153881714981, -81.21016847158803 37.26153881714981))"
38929,37.338,-81.143,6937,"POLYGON ((-81.05316847158804 37.266543569895155, -81.05316847158804 37.40938851240348, -81.23283152841195 37.40938851240348, -81.23283152841195 37.266543569895155, -81.05316847158804 37.266543569895155))"
38930,37.383,-81.082,26000,"POLYGON ((-80.99216847158803 37.311586369121535, -80.99216847158803 37.4543456840271, -81.17183152841193 37.4543456840271, -81.17183152841193 37.311586369121535, -80.99216847158803 37.311586369121535))"
38931,37.418,-81.24,506,"POLYGON ((-81.15016847158803 37.34661968790893, -81.15016847158803 37.4893123426834, -81.32983152841193 37.4893123426834, -81.32983152841193 37.34661968790893, -81.15016847158803 37.34661968790893))"
38936,37.727,-82.192,1040,"POLYGON ((-82.10216847158803 37.65591500107906, -82.10216847158803 37.79801683477874, -82.28183152841194 37.79801683477874, -82.28183152841194 37.65591500107906, -82.10216847158803 37.65591500107906))"
38939,37.673,-82.293,7865,"POLYGON ((-82.20316847158807 37.60186324340907, -82.20316847158807 37.74406862590884, -82.38283152841196 37.74406862590884, -82.38283152841196 37.60186324340907, -82.20316847158807 37.60186324340907))"
38943,39.656,-79.992,43911,"POLYGON ((-79.90216847158806 39.586805021971635, -79.90216847158806 39.72512577831192, -80.08183152841195 39.72512577831192, -80.08183152841195 39.586805021971635, -79.90216847158806 39.586805021971635))"
38947,37.4,-80.807,2680,"POLYGON ((-80.71716847158804 37.32860254920024, -80.71716847158804 37.47132949297982, -80.89683152841194 37.47132949297982, -80.89683152841194 37.32860254920024, -80.71716847158804 37.32860254920024))"
38948,39.642,-78.218,3100,"POLYGON ((-78.12816847158804 39.57279101927703, -78.12816847158804 39.71113978739734, -78.30783152841195 39.71113978739734, -78.30783152841195 39.57279101927703, -78.12816847158804 39.57279101927703))"
38949,39.642,-78.218,450,"POLYGON ((-78.12816847158804 39.57279101927703, -78.12816847158804 39.71113978739734, -78.30783152841195 39.71113978739734, -78.30783152841195 39.57279101927703, -78.12816847158804 39.57279101927703))"
38951,37.384,-81.561,2000,"POLYGON ((-81.47116847158806 37.31258732071661, -81.47116847158806 37.45534473178616, -81.65083152841194 37.45534473178616, -81.65083152841194 37.31258732071661, -81.47116847158806 37.31258732071661))"
38953,37.349,-81.798,413,"POLYGON ((-81.70816847158805 37.27755402785306, -81.70816847158805 37.42037804730452, -81.88783152841195 37.42037804730452, -81.88783152841195 37.27755402785306, -81.70816847158805 37.27755402785306))"
38954,37.446,-81.599,2910,"POLYGON ((-81.50916847158804 37.37464636214479, -81.50916847158804 37.51728565047554, -81.68883152841195 37.51728565047554, -81.68883152841195 37.37464636214479, -81.50916847158804 37.37464636214479))"
38956,38.277,-80.832,3791,"POLYGON ((-80.74216847158804 38.20644575635316, -80.74216847158804 38.347485752523546, -80.92183152841194 38.347485752523546, -80.92183152841194 38.20644575635316, -80.74216847158804 38.20644575635316))"
38957,38.365,-80.61,2364,"POLYGON ((-80.52016847158804 38.294531282674384, -80.52016847158804 38.435400176225016, -80.69983152841193 38.435400176225016, -80.69983152841193 38.294531282674384, -80.52016847158804 38.294531282674384))"
38958,40.056,-80.727,42234,"POLYGON ((-80.63716847158805 39.98720684358753, -80.63716847158805 40.12472378108891, -80.81683152841195 40.12472378108891, -80.81683152841195 39.98720684358753, -80.63716847158805 39.98720684358753))"
38962,38.392,-79.921,180,"POLYGON ((-79.83116847158806 38.32155755708871, -79.83116847158806 38.462373886606365, -80.01083152841196 38.462373886606365, -80.01083152841196 38.32155755708871, -79.83116847158806 38.32155755708871))"
38964,38.109,-80.224,250,"POLYGON ((-80.13416847158804 38.038282941838496, -80.13416847158804 38.17964866424367, -80.31383152841195 38.17964866424367, -80.31383152841195 38.038282941838496, -80.13416847158804 38.038282941838496))"
38968,38.445,-79.978,1115,"POLYGON ((-79.88816847158803 38.37460917834286, -79.88816847158803 38.5153222356838, -80.06783152841194 38.5153222356838, -80.06783152841194 38.37460917834286, -79.88816847158803 38.37460917834286))"
38970,39.659,-79.529,400,"POLYGON ((-79.43916847158803 39.58980802308738, -79.43916847158803 39.72812277582887, -79.61883152841193 39.72812277582887, -79.61883152841193 39.58980802308738, -79.43916847158803 39.58980802308738))"
38971,39.447,-79.678,3470,"POLYGON ((-79.58816847158803 39.37759641236723, -79.58816847158803 39.51633448503925, -79.76783152841195 39.51633448503925, -79.76783152841195 39.37759641236723, -79.58816847158803 39.37759641236723))"
38972,39.388,-79.858,378,"POLYGON ((-79.76816847158804 39.318537689849435, -79.76816847158804 39.45739323564042, -79.94783152841195 39.45739323564042, -79.94783152841195 39.318537689849435, -79.76816847158804 39.318537689849435))"
38973,39.659,-79.529,378,"POLYGON ((-79.43916847158803 39.58980802308738, -79.43916847158803 39.72812277582887, -79.61883152841193 39.72812277582887, -79.61883152841193 39.58980802308738, -79.43916847158803 39.58980802308738))"
38974,39.659,-79.529,5153,"POLYGON ((-79.43916847158803 39.58980802308738, -79.43916847158803 39.72812277582887, -79.61883152841193 39.72812277582887, -79.61883152841193 39.58980802308738, -79.43916847158803 39.58980802308738))"
38977,39.399,-79.729,151,"POLYGON ((-79.63916847158805 39.3295486325229, -79.63916847158805 39.46838228770884, -79.81883152841195 39.46838228770884, -79.81883152841195 39.3295486325229, -79.63916847158805 39.3295486325229))"
38978,39.523,-79.813,1345,"POLYGON ((-79.72316847158804 39.45367216354188, -79.72316847158804 39.592258698121334, -79.90283152841195 39.592258698121334, -79.90283152841195 39.45367216354188, -79.72316847158804 39.45367216354188))"
38979,38.63,-81.973,98,"POLYGON ((-81.88316847158804 38.55978983819374, -81.88316847158804 38.70014147411385, -82.06283152841195 38.70014147411385, -82.06283152841195 38.55978983819374, -81.88316847158804 38.55978983819374))"
38980,38.539,-81.869,2173,"POLYGON ((-81.77916847158804 38.468700881353314, -81.77916847158804 38.60923048063137, -81.95883152841195 38.60923048063137, -81.95883152841195 38.468700881353314, -81.77916847158804 38.468700881353314))"
38982,38.447,-82.008,27500,"POLYGON ((-81.91816847158805 38.37661112749606, -81.91816847158805 38.517320285415664, -82.09783152841194 38.517320285415664, -82.09783152841194 38.37661112749606, -81.91816847158805 38.37661112749606))"
38983,38.63,-81.973,967,"POLYGON ((-81.88316847158804 38.55978983819374, -81.88316847158804 38.70014147411385, -82.06283152841195 38.70014147411385, -82.06283152841195 38.55978983819374, -81.88316847158804 38.55978983819374))"
38984,38.447,-81.836,15600,"POLYGON ((-81.74616847158804 38.37661112749606, -81.74616847158804 38.517320285415664, -81.92583152841193 38.517320285415664, -81.92583152841193 38.37661112749606, -81.74616847158804 38.37661112749606))"
38985,38.485,-81.828,1690,"POLYGON ((-81.73816847158804 38.41464817772329, -81.73816847158804 38.55528321406754, -81.91783152841194 38.55528321406754, -81.91783152841194 38.41464817772329, -81.73816847158804 38.41464817772329))"
38987,37.771,-81.153,19839,"POLYGON ((-81.06316847158804 37.69995722075011, -81.06316847158804 37.841974588023035, -81.24283152841194 37.841974588023035, -81.24283152841194 37.69995722075011, -81.06316847158804 37.69995722075011))"
38993,37.759,-81.158,10016,"POLYGON ((-81.06816847158805 37.687945702132296, -81.06816847158805 37.82998611401163, -81.24783152841195 37.82998611401163, -81.24783152841195 37.687945702132296, -81.06816847158805 37.687945702132296))"
38994,37.705,-81.238,1883,"POLYGON ((-81.14816847158805 37.63389390698524, -81.14816847158805 37.776037942475256, -81.32783152841195 37.776037942475256, -81.32783152841195 37.63389390698524, -81.14816847158805 37.63389390698524))"
39000,38.853,-79.871,771,"POLYGON ((-79.78116847158803 38.78300858075874, -79.78116847158803 38.92292261274387, -79.96083152841194 38.92292261274387, -79.96083152841194 38.78300858075874, -79.78116847158803 38.78300858075874))"
39001,38.92,-79.864,13236,"POLYGON ((-79.77416847158806 38.85007450920538, -79.77416847158806 38.98985664941663, -79.95383152841195 38.98985664941663, -79.95383152841195 38.85007450920538, -79.77416847158806 38.85007450920538))"
39006,39.276,-80.987,1199,"POLYGON ((-80.89716847158805 39.206426419571635, -80.89716847158805 39.34550456003492, -81.07683152841194 39.34550456003492, -81.07683152841194 39.206426419571635, -80.89716847158805 39.206426419571635))"
39010,37.702,-80.888,1150,"POLYGON ((-80.79816847158806 37.63089103133125, -80.79816847158806 37.77304081998725, -80.97783152841195 37.77304081998725, -80.97783152841195 37.63089103133125, -80.79816847158806 37.63089103133125))"
39014,39.353,-80.052,6071,"POLYGON ((-79.96216847158804 39.28350288931275, -79.96216847158804 39.42242805297519, -80.14183152841196 39.42242805297519, -80.14183152841196 39.28350288931275, -79.96216847158804 39.28350288931275))"
39017,39.145,-79.499,736,"POLYGON ((-79.40916847158805 39.075296610942154, -79.40916847158805 39.214634433300084, -79.58883152841194 39.214634433300084, -79.58883152841194 39.075296610942154, -79.40916847158805 39.075296610942154))"
39024,39.008,-80.218,9376,"POLYGON ((-80.12816847158804 38.93816124726191, -80.12816847158804 39.077769866118885, -80.30783152841195 39.077769866118885, -80.30783152841195 38.93816124726191, -80.12816847158804 38.93816124726191))"
39026,38.23,-82.44,1600,"POLYGON ((-82.35016847158803 38.15940014579255, -82.35016847158803 38.30053139004136, -82.52983152841195 38.30053139004136, -82.52983152841195 38.15940014579255, -82.35016847158803 38.15940014579255))"
39027,38.23,-82.44,15,"POLYGON ((-82.35016847158803 38.15940014579255, -82.35016847158803 38.30053139004136, -82.52983152841195 38.30053139004136, -82.52983152841195 38.15940014579255, -82.35016847158803 38.15940014579255))"
39029,38.4,-80.565,353,"POLYGON ((-80.47516847158803 38.32956534510912, -80.47516847158803 38.47036609409265, -80.65483152841193 38.47036609409265, -80.65483152841193 38.32956534510912, -80.47516847158803 38.32956534510912))"
39030,38.4,-80.565,1205,"POLYGON ((-80.47516847158803 38.32956534510912, -80.47516847158803 38.47036609409265, -80.65483152841193 38.47036609409265, -80.65483152841193 38.32956534510912, -80.47516847158803 38.32956534510912))"
39032,39.691,-80.464,325,"POLYGON ((-80.37416847158805 39.62184004680786, -80.37416847158805 39.76009073757099, -80.55383152841195 39.76009073757099, -80.55383152841195 39.62184004680786, -80.37416847158805 39.62184004680786))"
39033,39.608,-80.937,2708,"POLYGON ((-80.84716847158805 39.538757029963556, -80.84716847158805 39.67717379230014, -81.02683152841195 39.67717379230014, -81.02683152841195 39.538757029963556, -80.84716847158805 39.538757029963556))"
39039,39.354,-81.403,3021,"POLYGON ((-81.31316847158804 39.28450388325343, -81.31316847158804 39.42342705855312, -81.49283152841194 39.42342705855312, -81.49283152841194 39.28450388325343, -81.31316847158804 39.28450388325343))"
39040,39.222,-81.689,1752,"POLYGON ((-81.59916847158803 39.15237286650571, -81.59916847158803 39.291558139569794, -81.77883152841194 39.291558139569794, -81.77883152841194 39.15237286650571, -81.59916847158803 39.15237286650571))"
39042,39.281,-81.557,49488,"POLYGON ((-81.46716847158804 39.21143138132024, -81.46716847158804 39.350499595847864, -81.64683152841195 39.350499595847864, -81.64683152841195 39.21143138132024, -81.46716847158804 39.21143138132024))"
39043,39.37,-81.498,1325,"POLYGON ((-81.40816847158806 39.30051978918753, -81.40816847158806 39.43941114492847, -81.58783152841195 39.43941114492847, -81.58783152841195 39.30051978918753, -81.40816847158806 39.30051978918753))"
39045,39.241,-81.308,154,"POLYGON ((-81.21816847158804 39.17139170219087, -81.21816847158804 39.31053929454352, -81.39783152841194 39.31053929454352, -81.39783152841194 39.17139170219087, -81.21816847158804 39.17139170219087))"
39047,37.712,-81.454,350,"POLYGON ((-81.36416847158804 37.64090061760373, -81.36416847158804 37.78303122752428, -81.54383152841194 37.78303122752428, -81.54383152841194 37.64090061760373, -81.36416847158804 37.64090061760373))"
39048,37.578,-81.389,2303,"POLYGON ((-81.29916847158805 37.50677234186334, -81.29916847158805 37.64915958690698, -81.47883152841194 37.64915958690698, -81.47883152841194 37.50677234186334, -81.29916847158805 37.50677234186334))"
39049,37.681,-81.663,3900,"POLYGON ((-81.57316847158805 37.60987090722021, -81.57316847158805 37.75206095712535, -81.75283152841195 37.75206095712535, -81.75283152841195 37.60987090722021, -81.57316847158805 37.60987090722021))"
39051,44.938,-90.521,300,"POLYGON ((-90.43116847158805 44.87437560795072, -90.43116847158805 45.0015539707953, -90.61083152841195 45.0015539707953, -90.61083152841195 44.87437560795072, -90.43116847158805 44.87437560795072))"
39053,44.735,-88.642,142,"POLYGON ((-88.55216847158806 44.67115119857235, -88.55216847158806 44.7987783830219, -88.73183152841194 44.7987783830219, -88.73183152841194 44.67115119857235, -88.55216847158806 44.67115119857235))"
39059,43.977,-89.83,2672,"POLYGON ((-89.74016847158804 43.912320374321475, -89.74016847158804 44.04160924915572, -89.91983152841195 44.04160924915572, -89.91983152841195 43.912320374321475, -89.74016847158804 43.912320374321475))"
39067,44.612,-87.441,3362,"POLYGON ((-87.35116847158805 44.5480156167953, -87.35116847158805 44.675913968245, -87.53083152841195 44.675913968245, -87.53083152841195 44.5480156167953, -87.35116847158805 44.5480156167953))"
39072,45.301,-92.363,2891,"POLYGON ((-92.27316847158805 45.237778884172286, -92.27316847158805 45.36415069829532, -92.45283152841195 45.36415069829532, -92.45283152841195 45.237778884172286, -92.27316847158805 45.237778884172286))"
39078,44.141,-91.558,200,"POLYGON ((-91.46816847158804 44.07649917423404, -91.46816847158804 44.20543043600334, -91.64783152841194 44.20543043600334, -91.64783152841194 44.07649917423404, -91.46816847158804 44.07649917423404))"
39079,42.699,-89.869,834,"POLYGON ((-89.77916847158804 42.63294534039778, -89.77916847158804 42.76498446521982, -89.95883152841195 42.76498446521982, -89.95883152841195 42.63294534039778, -89.77916847158804 42.63294534039778))"
39090,44.963,-92.391,3555,"POLYGON ((-92.30116847158806 44.89940329995859, -92.30116847158806 45.02652627868122, -92.48083152841195 45.02652627868122, -92.48083152841195 44.89940329995859, -92.30116847158806 44.89940329995859))"
39097,46.373,-91.099,235,"POLYGON ((-91.00916847158805 46.310984602024035, -91.00916847158805 46.43494505741743, -91.18883152841195 46.43494505741743, -91.18883152841195 46.310984602024035, -91.00916847158805 46.310984602024035))"
39099,43.444,-88.844,16194,"POLYGON ((-88.75416847158805 43.37874294789575, -88.75416847158805 43.50918673453651, -88.93383152841194 43.50918673453651, -88.93383152841194 43.37874294789575, -88.75416847158805 43.37874294789575))"
39101,42.858,-89.523,2095,"POLYGON ((-89.43316847158803 42.79211463370883, -89.43316847158803 42.92381514163054, -89.61283152841195 42.92381514163054, -89.61283152841195 42.79211463370883, -89.43316847158803 42.79211463370883))"
39102,42.733,-90.327,1308,"POLYGON ((-90.23716847158803 42.66698149870127, -90.23716847158803 42.798948300259966, -90.41683152841195 42.798948300259966, -90.41683152841195 42.66698149870127, -90.23716847158803 42.66698149870127))"
39103,42.494,-88.89,36913,"POLYGON ((-88.80016847158804 42.427727821259374, -88.80016847158804 42.56020202658717, -88.97983152841195 42.56020202658717, -88.97983152841195 42.427727821259374, -88.80016847158804 42.427727821259374))"
39104,42.563,-90.373,1150,"POLYGON ((-90.28316847158804 42.496800940285475, -90.28316847158804 42.629128892946255, -90.46283152841195 42.629128892946255, -90.46283152841195 42.496800940285475, -90.28316847158804 42.496800940285475))"
39107,43.059,-88.408,19334,"POLYGON ((-88.31816847158805 42.993329373130976, -88.31816847158805 43.124600367028044, -88.49783152841195 43.124600367028044, -88.49783152841195 42.993329373130976, -88.31816847158805 42.993329373130976))"
39113,42.881,-90.921,1100,"POLYGON ((-90.83116847158804 42.81513916478252, -90.83116847158804 42.94679060635607, -91.01083152841196 42.94679060635607, -91.01083152841196 42.81513916478252, -90.83116847158804 42.81513916478252))"
39119,43.313,-90.525,134,"POLYGON ((-90.43516847158804 43.24760189286345, -90.43516847158804 43.37832780778596, -90.61483152841195 43.37832780778596, -90.61483152841195 43.24760189286345, -90.43516847158804 43.24760189286345))"
39123,44.953,-91.03,663,"POLYGON ((-90.94016847158805 44.88939222169978, -90.94016847158805 45.01653735697608, -91.11983152841195 45.01653735697608, -91.11983152841195 44.88939222169978, -90.94016847158805 44.88939222169978))"
39124,43.732,-88.782,917,"POLYGON ((-88.69216847158805 43.667054253902556, -88.69216847158805 43.796875393649856, -88.87183152841195 43.796875393649856, -88.87183152841195 43.667054253902556, -88.69216847158805 43.667054253902556))"
39129,43.052,-88.176,52868,"POLYGON ((-88.08616847158805 42.98632188102351, -88.08616847158805 43.11760786030261, -88.26583152841195 43.11760786030261, -88.26583152841195 42.98632188102351, -88.08616847158805 42.98632188102351))"
39132,42.585,-89.787,248,"POLYGON ((-89.69716847158806 42.518824273820876, -89.69716847158806 42.65110555483663, -89.87683152841196 42.65110555483663, -89.87683152841196 42.518824273820876, -89.69716847158806 42.518824273820876))"
39135,42.649,-88.255,14536,"POLYGON ((-88.16516847158803 42.582892208748035, -88.16516847158803 42.715037606837946, -88.34483152841193 42.715037606837946, -88.34483152841193 42.582892208748035, -88.16516847158803 42.582892208748035))"
39143,43.747,-90.786,1758,"POLYGON ((-90.69616847158804 43.68207051285662, -90.69616847158804 43.81185913307392, -90.87583152841195 43.81185913307392, -90.87583152841195 43.68207051285662, -90.69616847158804 43.68207051285662))"
39145,43.482,-90.253,663,"POLYGON ((-90.16316847158804 43.416783928588245, -90.16316847158804 43.54714574883474, -90.34283152841193 43.54714574883474, -90.34283152841193 43.416783928588245, -90.16316847158804 43.416783928588245))"
39147,43.289,-87.975,11436,"POLYGON ((-87.88516847158805 43.22357608781199, -87.88516847158805 43.35435361633424, -88.06483152841194 43.35435361633424, -88.06483152841194 43.22357608781199, -87.88516847158805 43.22357608781199))"
39148,43.578,-87.808,2010,"POLYGON ((-87.71816847158806 43.51288758670258, -87.71816847158806 43.64304207861662, -87.89783152841196 43.64304207861662, -87.89783152841196 43.51288758670258, -87.71816847158806 43.51288758670258))"
39150,43.659,-91.103,289,"POLYGON ((-91.01316847158805 43.59397519066161, -91.01316847158805 43.72395446505931, -91.19283152841194 43.72395446505931, -91.19283152841194 43.59397519066161, -91.01316847158805 43.59397519066161))"
39154,44.929,-91.408,17738,"POLYGON ((-91.31816847158805 44.86536564179785, -91.31816847158805 44.99256393699955, -91.49783152841195 44.99256393699955, -91.49783152841195 44.86536564179785, -91.31816847158805 44.86536564179785))"
39159,44.623,-88.749,4641,"POLYGON ((-88.65916847158803 44.55902772997797, -88.65916847158803 44.68690185470131, -88.83883152841194 44.68690185470131, -88.83883152841194 44.55902772997797, -88.65916847158803 44.55902772997797))"
39163,44.901,-90.324,1690,"POLYGON ((-90.23416847158803 44.83733464604769, -90.23416847158803 44.964594932953965, -90.41383152841195 44.964594932953965, -90.41383152841195 44.83733464604769, -90.23416847158803 44.83733464604769))"
39164,45.077,-88.032,1099,"POLYGON ((-87.94216847158805 45.01352972917989, -87.94216847158805 45.14039984965536, -88.12183152841195 45.14039984965536, -88.12183152841195 45.01352972917989, -87.94216847158805 45.01352972917989))"
39177,44.953,-90.414,247,"POLYGON ((-90.32416847158805 44.88939222169978, -90.32416847158805 45.01653735697608, -90.50383152841195 45.01653735697608, -90.50383152841195 44.88939222169978, -90.32416847158805 44.88939222169978))"
39184,42.634,-88.664,37307,"POLYGON ((-88.57416847158805 42.567876279084004, -88.57416847158805 42.7000535395342, -88.75383152841195 42.7000535395342, -88.75383152841195 42.567876279084004, -88.57416847158805 42.567876279084004))"
39185,44.352,-87.813,2036,"POLYGON ((-87.72316847158804 44.287729993978694, -87.72316847158804 44.41619960261774, -87.90283152841195 44.41619960261774, -87.90283152841195 44.287729993978694, -87.72316847158804 44.287729993978694))"
39186,42.622,-90.6,1080,"POLYGON ((-90.51016847158805 42.55586353862098, -90.51016847158805 42.688066282436836, -90.68983152841194 42.688066282436836, -90.68983152841194 42.55586353862098, -90.51016847158805 42.55586353862098))"
39189,44.999,-90.339,871,"POLYGON ((-90.24916847158805 44.935443197755106, -90.24916847158805 45.06248638082595, -90.42883152841195 45.06248638082595, -90.42883152841195 44.935443197755106, -90.24916847158805 44.935443197755106))"
39190,43.02,-88.478,2302,"POLYGON ((-88.38816847158805 42.9542876438952, -88.38816847158805 43.08564210281949, -88.56783152841194 43.08564210281949, -88.56783152841194 42.9542876438952, -88.38816847158805 42.9542876438952))"
39194,46.068,-89.074,900,"POLYGON ((-88.98416847158803 46.00563932543152, -88.98416847158803 46.13029030207859, -89.16383152841193 46.13029030207859, -89.16383152841193 46.00563932543152, -88.98416847158803 46.00563932543152))"
39196,42.787,-88.396,9407,"POLYGON ((-88.30616847158805 42.72103897444846, -88.30616847158805 42.85289081414413, -88.48583152841195 42.85289081414413, -88.48583152841195 42.72103897444846, -88.30616847158805 42.72103897444846))"
39197,44.785,-91.539,73694,"POLYGON ((-91.44916847158807 44.721206397409425, -91.44916847158807 44.8487231831551, -91.62883152841195 44.8487231831551, -91.62883152841195 44.721206397409425, -91.44916847158807 44.721206397409425))"
39206,43.734,-90.266,1578,"POLYGON ((-90.17616847158804 43.66905642150552, -90.17616847158804 43.79887322582954, -90.35583152841195 43.79887322582954, -90.35583152841195 43.66905642150552, -90.17616847158804 43.66905642150552))"
39207,43.927,-90.262,1092,"POLYGON ((-90.17216847158805 43.86226596766634, -90.17216847158805 43.99166366030618, -90.35183152841195 43.99166366030618, -90.35183152841195 43.86226596766634, -90.17216847158805 43.86226596766634))"
39217,42.964,-90.65,2432,"POLYGON ((-90.56016847158804 42.898227778328454, -90.56016847158804 43.029701978027155, -90.73983152841194 43.029701978027155, -90.73983152841194 42.898227778328454, -90.56016847158804 42.898227778328454))"
39229,43.315,-90.849,929,"POLYGON ((-90.75916847158804 43.24960404380325, -90.75916847158804 43.38032565655696, -90.93883152841194 43.38032565655696, -90.93883152841194 43.24960404380325, -90.75916847158804 43.24960404380325))"
39236,44.594,-90.466,407,"POLYGON ((-90.37616847158803 44.52999580031938, -90.37616847158803 44.657933785334116, -90.55583152841193 44.657933785334116, -90.55583152841193 44.52999580031938, -90.37616847158803 44.52999580031938))"
39237,45.784,-92.698,1430,"POLYGON ((-92.60816847158803 45.72131941326848, -92.60816847158803 45.846610191680384, -92.78783152841194 45.846610191680384, -92.78783152841194 45.72131941326848, -92.60816847158803 45.72131941326848))"
39241,44.84,-88.777,583,"POLYGON ((-88.68716847158805 44.77626717233333, -88.68716847158805 44.90366240734624, -88.86683152841195 44.90366240734624, -88.86683152841195 44.77626717233333, -88.68716847158805 44.77626717233333))"
39252,44.144,-88.14,1111,"POLYGON ((-88.05016847158804 44.07950244989852, -88.05016847158804 44.208427160118156, -88.22983152841194 44.208427160118156, -88.22983152841194 44.07950244989852, -88.05016847158804 44.07950244989852))"
39254,43.424,-90.103,109,"POLYGON ((-90.01316847158803 43.35872139065722, -90.01316847158803 43.48920829446118, -90.19283152841194 43.48920829446118, -90.19283152841194 43.35872139065722, -90.01316847158803 43.35872139065722))"
39263,44.967,-92.755,16649,"POLYGON ((-92.66516847158803 44.90340773180546, -92.66516847158803 45.03052184682231, -92.84483152841194 45.03052184682231, -92.84483152841194 44.90340773180546, -92.66516847158803 44.90340773180546))"
